date,p (mbar),T (degC),Tpot (K),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m**3),wv (m/s),max. wv (m/s),wd (deg),Tlog (degC),OT
2020-04-23 01:00:00,996.09,9.74,283.22,0.5,52.43,12.08,6.33,5.75,3.96,6.36,1223.63,0.87,2.4,307.7,19.3,425.7
2020-04-23 01:10:00,996.07,9.68,283.16,0.48,52.58,12.03,6.33,5.71,3.96,6.35,1223.87,1.22,2.46,319.0,19.2,425.9
2020-04-23 01:20:00,996.08,9.47,282.95,0.48,53.3,11.86,6.32,5.54,3.96,6.35,1224.79,0.85,1.98,4.24,19.09,427.0
2020-04-23 01:30:00,996.03,9.18,282.66,0.48,54.36,11.63,6.32,5.31,3.96,6.35,1225.99,0.8,1.68,16.99,18.98,428.1
2020-04-23 01:40:00,996.01,8.93,282.41,0.53,55.5,11.44,6.35,5.09,3.97,6.37,1227.04,0.64,1.08,70.3,18.87,429.6
2020-04-23 01:50:00,995.98,8.61,282.09,0.46,56.42,11.19,6.32,4.88,3.95,6.34,1228.41,0.86,1.64,0.13,18.76,429.3
2020-04-23 02:00:00,995.98,8.52,282.0,0.46,56.76,11.13,6.31,4.81,3.95,6.34,1228.8,0.77,1.72,1.43,18.64,429.4
2020-04-23 02:10:00,996.0,8.3,281.78,0.51,57.83,10.96,6.34,4.62,3.97,6.36,1229.78,0.45,0.96,70.2,18.52,431.1
2020-04-23 02:20:00,996.01,7.94,281.42,0.47,59.09,10.69,6.32,4.38,3.96,6.34,1231.37,0.25,0.42,62.91,18.39,431.9
2020-04-23 02:30:00,996.12,7.65,281.12,0.48,60.31,10.48,6.32,4.16,3.96,6.35,1232.77,0.47,1.2,48.27,18.27,433.4
2020-04-23 02:40:00,996.19,7.55,281.02,0.44,60.57,10.41,6.31,4.11,3.95,6.33,1233.31,0.67,1.12,53.83,18.15,432.9
2020-04-23 02:50:00,996.29,7.31,280.77,0.4,61.41,10.24,6.29,3.95,3.94,6.31,1234.5,1.34,2.44,21.13,18.02,433.2
2020-04-23 03:00:00,996.36,7.21,280.66,0.34,61.53,10.17,6.26,3.91,3.92,6.28,1235.04,2.46,3.41,355.9,17.88,433.6
2020-04-23 03:10:00,996.38,7.3,280.75,0.32,61.09,10.24,6.25,3.98,3.91,6.28,1234.67,2.71,3.43,359.9,17.71,432.2
2020-04-23 03:20:00,996.38,7.75,281.2,0.28,59.07,10.56,6.24,4.32,3.9,6.26,1232.7,2.07,2.76,7.63,17.5,429.7
2020-04-23 03:30:00,996.38,7.85,281.3,0.28,58.64,10.63,6.23,4.4,3.9,6.26,1232.27,1.42,2.48,1.3,17.28,429.6
2020-04-23 03:40:00,996.38,6.92,280.37,0.44,63.24,9.97,6.3,3.66,3.95,6.33,1236.33,0.63,0.92,99.7,17.1,437.7
2020-04-23 03:50:00,996.38,6.07,279.52,0.62,67.91,9.41,6.39,3.02,4.0,6.41,1240.02,0.31,0.7,113.5,16.95,451.2
2020-04-23 04:00:00,996.4,6.03,279.48,0.66,68.29,9.38,6.41,2.97,4.01,6.43,1240.22,0.19,0.44,76.8,16.82,447.0
2020-04-23 04:10:00,996.43,5.5,278.95,0.49,70.0,9.04,6.33,2.71,3.96,6.35,1242.67,0.26,0.52,83.3,16.69,450.9
2020-04-23 04:20:00,996.44,5.17,278.61,0.25,70.4,8.83,6.22,2.61,3.89,6.24,1244.21,0.39,0.52,63.92,16.56,447.3
2020-04-23 04:30:00,996.38,5.03,278.48,0.27,71.2,8.75,6.23,2.52,3.9,6.25,1244.74,0.3,0.48,52.11,16.43,448.2
2020-04-23 04:40:00,996.37,4.74,278.19,0.23,72.5,8.57,6.21,2.36,3.89,6.24,1246.07,0.46,0.84,34.16,16.3,449.3
2020-04-23 04:50:00,996.37,4.49,277.94,0.23,73.7,8.42,6.21,2.22,3.89,6.23,1247.16,0.47,0.64,56.57,16.16,448.9
2020-04-23 05:00:00,996.38,4.37,277.82,0.23,74.4,8.35,6.21,2.14,3.89,6.24,1247.74,0.25,0.52,46.11,16.02,449.3
2020-04-23 05:10:00,996.48,4.15,277.59,0.06,74.6,8.22,6.13,2.09,3.84,6.16,1248.89,0.63,1.6,245.7,15.87,446.2
2020-04-23 05:20:00,996.59,3.95,277.38,-0.17,74.4,8.11,6.03,2.08,3.77,6.05,1249.98,1.24,1.78,222.8,15.72,445.9
2020-04-23 05:30:00,996.71,4.08,277.5,-0.06,74.3,8.18,6.08,2.1,3.8,6.1,1249.49,0.92,1.44,198.7,15.6,443.8
2020-04-23 05:40:00,996.74,4.42,277.83,-0.04,72.7,8.38,6.09,2.29,3.81,6.11,1248.03,0.87,1.68,226.7,15.49,439.5
2020-04-23 05:50:00,996.74,4.62,278.04,0.03,72.0,8.5,6.12,2.38,3.83,6.14,1247.09,1.16,1.78,201.0,15.42,444.1
2020-04-23 06:00:00,996.76,5.11,278.53,0.15,70.2,8.8,6.18,2.62,3.86,6.2,1244.9,0.45,0.92,175.9,15.4,445.3
2020-04-23 06:10:00,996.8,5.66,279.08,0.23,67.94,9.14,6.21,2.93,3.88,6.23,1242.48,0.24,0.68,150.3,15.42,454.1
2020-04-23 06:20:00,996.76,6.0,279.42,0.41,67.25,9.36,6.29,3.06,3.94,6.31,1240.88,0.53,0.92,182.0,15.51,454.8
2020-04-23 06:30:00,996.84,6.21,279.62,0.57,67.04,9.49,6.36,3.13,3.98,6.39,1240.02,0.66,1.0,149.4,15.64,462.4
2020-04-23 06:40:00,996.94,6.37,279.77,0.73,67.1,9.6,6.44,3.16,4.03,6.46,1239.4,0.7,1.24,155.7,15.82,469.4
2020-04-23 06:50:00,996.96,6.53,279.94,0.8,66.66,9.71,6.47,3.24,4.05,6.49,1238.67,0.64,1.24,154.7,16.06,467.2
2020-04-23 07:00:00,996.97,6.89,280.3,0.88,65.41,9.95,6.51,3.44,4.07,6.53,1237.08,0.82,1.28,154.5,16.34,468.8
2020-04-23 07:10:00,996.99,7.0,280.4,0.92,65.12,10.02,6.53,3.5,4.08,6.55,1236.64,0.71,1.28,150.3,16.68,470.4
2020-04-23 07:20:00,997.03,7.44,280.84,1.04,63.74,10.33,6.59,3.75,4.12,6.61,1234.7,0.76,1.14,152.4,17.1,467.5
2020-04-23 07:30:00,997.0,7.88,281.28,1.18,62.48,10.65,6.65,4.0,4.16,6.67,1232.7,0.55,1.12,123.9,17.58,466.0
2020-04-23 07:40:00,996.99,7.87,281.27,1.41,63.55,10.64,6.76,3.88,4.23,6.78,1232.68,0.69,1.36,122.8,18.14,464.1
2020-04-23 07:50:00,997.04,8.74,282.14,1.63,60.88,11.29,6.87,4.42,4.3,6.9,1228.89,0.55,1.2,111.6,18.75,462.4
2020-04-23 08:00:00,997.09,9.27,282.67,1.74,59.19,11.7,6.93,4.78,4.33,6.95,1226.62,0.68,1.28,120.5,19.42,459.2
2020-04-23 08:10:00,997.0,10.3,283.7,1.68,54.99,12.54,6.9,5.65,4.31,6.92,1222.06,0.56,1.08,122.1,20.14,448.9
2020-04-23 08:20:00,996.94,11.06,284.47,1.63,52.1,13.2,6.88,6.32,4.3,6.9,1218.74,0.69,1.7,115.9,20.88,445.3
2020-04-23 08:30:00,996.9,11.78,285.19,1.88,50.54,13.84,7.0,6.85,4.38,7.02,1215.55,0.56,1.16,103.1,21.67,443.4
2020-04-23 08:40:00,996.88,11.96,285.38,2.15,50.92,14.01,7.13,6.87,4.46,7.15,1214.69,0.87,2.8,63.14,22.47,441.7
2020-04-23 08:50:00,996.83,11.92,285.34,1.79,49.76,13.97,6.95,7.02,4.35,6.97,1214.89,1.65,2.24,32.84,23.27,436.1
2020-04-23 09:00:00,996.75,12.24,285.67,1.82,48.85,14.27,6.97,7.3,4.36,6.99,1213.42,1.31,2.52,24.2,24.02,433.0
2020-04-23 09:10:00,996.73,12.63,286.06,2.01,48.24,14.64,7.06,7.58,4.42,7.08,1211.7,1.65,2.4,22.63,24.66,433.1
2020-04-23 09:20:00,996.68,12.89,286.32,1.87,46.95,14.89,6.99,7.9,4.37,7.01,1210.56,2.09,3.24,10.12,25.22,431.8
2020-04-23 09:30:00,996.61,13.45,286.89,1.9,45.37,15.45,7.01,8.44,4.39,7.03,1208.11,1.73,2.72,37.57,25.68,426.3
2020-04-23 09:40:00,996.59,13.83,287.27,1.71,43.67,15.83,6.91,8.92,4.33,6.94,1206.53,1.95,3.32,53.07,26.04,422.6
2020-04-23 09:50:00,996.5,14.37,287.82,1.53,41.63,16.4,6.83,9.57,4.27,6.85,1204.2,2.22,3.94,68.26,26.39,419.4
2020-04-23 10:00:00,996.4,14.72,288.18,1.39,40.29,16.77,6.76,10.01,4.23,6.78,1202.64,2.49,5.45,60.81,26.75,417.7
2020-04-23 10:10:00,996.37,15.23,288.69,1.56,39.46,17.33,6.84,10.49,4.28,6.86,1200.44,1.92,3.46,67.26,27.09,416.6
2020-04-23 10:20:00,996.27,15.24,288.71,1.15,38.29,17.34,6.64,10.7,4.16,6.67,1200.37,2.74,6.37,74.6,27.43,416.3
2020-04-23 10:30:00,996.15,15.46,288.94,0.69,36.52,17.59,6.42,11.17,4.02,6.45,1199.41,3.4,6.29,57.21,27.76,414.3
2020-04-23 10:40:00,996.05,15.72,289.21,0.76,36.1,17.89,6.46,11.43,4.04,6.48,1198.19,3.02,6.53,59.99,28.04,413.7
2020-04-23 10:50:00,996.05,15.87,289.36,0.72,35.65,18.06,6.44,11.62,4.03,6.46,1197.58,3.29,5.33,77.5,28.22,413.7
2020-04-23 11:00:00,996.03,15.84,289.33,0.81,35.93,18.02,6.48,11.55,4.05,6.5,1197.67,3.89,6.07,88.7,28.33,413.4
2020-04-23 11:10:00,995.85,15.67,289.17,1.49,38.15,17.83,6.8,11.03,4.26,6.83,1198.01,3.41,5.41,56.4,28.42,413.0
2020-04-23 11:20:00,995.71,15.76,289.28,1.53,38.06,17.93,6.83,11.11,4.27,6.85,1197.45,3.89,7.25,68.82,28.48,412.8
2020-04-23 11:30:00,995.56,15.94,289.47,1.81,38.38,18.14,6.96,11.18,4.36,6.99,1196.46,4.58,8.25,57.01,28.48,412.7
2020-04-23 11:40:00,995.5,16.25,289.78,1.96,38.03,18.5,7.04,11.47,4.41,7.07,1195.08,2.41,5.41,74.9,28.43,413.5
2020-04-23 11:50:00,995.39,16.52,290.06,1.2,35.41,18.82,6.67,12.16,4.18,6.7,1194.0,2.71,6.69,125.2,28.35,413.3
2020-04-23 12:00:00,995.28,16.64,290.19,1.3,35.38,18.97,6.71,12.26,4.2,6.74,1193.35,3.76,6.21,96.4,28.37,412.7
2020-04-23 12:10:00,995.31,16.62,290.17,0.81,34.2,18.94,6.48,12.47,4.06,6.51,1193.57,4.49,6.37,148.7,28.45,413.2
2020-04-23 12:20:00,995.25,16.89,290.45,0.96,33.99,19.27,6.55,12.72,4.1,6.58,1192.36,3.13,5.85,131.1,28.55,412.7
2020-04-23 12:30:00,995.12,16.96,290.53,0.98,33.88,19.36,6.56,12.8,4.11,6.59,1191.91,3.07,6.01,123.0,28.65,413.4
2020-04-23 12:40:00,995.01,16.81,290.38,1.45,35.38,19.17,6.78,12.39,4.25,6.82,1192.3,3.05,4.81,102.1,28.79,413.3
2020-04-23 12:50:00,994.85,17.39,290.98,1.94,35.34,19.89,7.03,12.86,4.41,7.07,1189.61,1.97,3.68,131.9,29.0,414.5
2020-04-23 13:00:00,994.75,17.51,291.11,1.96,35.12,20.04,7.04,13.0,4.41,7.08,1189.0,3.26,5.21,118.8,29.25,413.1
2020-04-23 13:10:00,994.63,17.91,291.52,2.28,35.03,20.56,7.2,13.35,4.52,7.24,1187.14,2.33,4.81,163.3,29.54,412.8
2020-04-23 13:20:00,994.48,18.14,291.76,2.31,34.6,20.85,7.22,13.64,4.53,7.26,1186.02,3.49,6.39,143.0,29.86,412.9
2020-04-23 13:30:00,994.38,17.86,291.49,2.2,34.94,20.49,7.16,13.33,4.49,7.2,1187.07,3.21,6.11,142.7,30.21,413.0
2020-04-23 13:40:00,994.15,18.1,291.75,2.46,35.06,20.8,7.29,13.51,4.58,7.34,1185.75,2.8,5.11,157.3,30.53,412.4
2020-04-23 13:50:00,993.97,17.99,291.65,2.18,34.61,20.66,7.15,13.51,4.49,7.19,1186.05,2.29,5.17,72.5,30.83,412.1
2020-04-23 14:00:00,993.86,18.3,291.97,2.56,34.88,21.07,7.35,13.72,4.61,7.39,1184.56,3.15,6.49,160.9,31.09,412.3
2020-04-23 14:10:00,993.72,18.34,292.03,2.46,34.54,21.12,7.29,13.82,4.58,7.34,1184.26,3.08,6.15,125.9,31.32,412.0
2020-04-23 14:20:00,993.53,18.45,292.15,2.55,34.52,21.26,7.34,13.92,4.61,7.39,1183.57,2.9,4.96,153.3,31.54,411.5
2020-04-23 14:30:00,993.43,18.42,292.13,2.58,34.66,21.22,7.36,13.87,4.62,7.41,1183.57,2.06,4.74,83.5,31.74,410.8
2020-04-23 14:40:00,993.19,18.62,292.35,2.57,34.22,21.49,7.35,14.14,4.62,7.41,1182.47,2.27,4.88,71.8,31.93,410.4
2020-04-23 14:50:00,993.04,18.83,292.57,2.73,34.16,21.78,7.44,14.34,4.67,7.49,1181.4,3.04,4.72,103.3,32.13,410.3
2020-04-23 15:00:00,992.88,18.87,292.63,2.45,33.4,21.83,7.29,14.54,4.58,7.34,1181.11,3.02,6.37,123.3,32.33,410.7
2020-04-23 15:10:00,992.7,19.41,293.18,2.29,31.92,22.58,7.21,15.37,4.53,7.26,1178.76,2.08,5.08,175.5,32.49,411.1
2020-04-23 15:20:00,992.67,19.36,293.14,2.33,32.12,22.51,7.23,15.28,4.54,7.28,1178.91,3.12,5.12,140.2,32.65,410.3
2020-04-23 15:30:00,992.54,19.28,293.07,2.53,32.73,22.4,7.33,15.07,4.61,7.39,1179.03,1.86,5.04,122.2,32.81,410.9
2020-04-23 15:40:00,992.44,20.11,293.91,2.78,31.66,23.58,7.47,16.11,4.69,7.52,1175.52,1.57,4.56,160.2,32.95,411.2
2020-04-23 15:50:00,992.29,19.99,293.8,2.53,31.32,23.41,7.33,16.07,4.61,7.39,1175.88,2.0,4.28,174.3,33.11,410.8
2020-04-23 16:00:00,992.22,19.8,293.62,2.7,32.08,23.13,7.42,15.71,4.66,7.48,1176.52,2.4,3.84,116.3,33.3,409.2
2020-04-23 16:10:00,992.11,19.6,293.42,2.71,32.51,22.85,7.43,15.42,4.67,7.49,1177.19,1.24,2.68,68.09,33.46,408.8
2020-04-23 16:20:00,991.94,19.97,293.81,2.73,31.81,23.38,7.44,15.94,4.68,7.5,1175.5,1.32,2.84,125.2,33.58,409.6
2020-04-23 16:30:00,991.77,20.29,294.14,2.58,30.85,23.84,7.36,16.49,4.63,7.42,1174.05,1.42,3.24,155.2,33.7,411.5
2020-04-23 16:40:00,991.64,19.95,293.81,2.29,30.87,23.35,7.21,16.14,4.53,7.27,1175.32,2.07,3.44,200.5,33.85,410.4
2020-04-23 16:50:00,991.5,19.95,293.83,2.59,31.54,23.35,7.36,15.98,4.63,7.43,1175.09,0.76,2.04,267.2,34.0,409.3
2020-04-23 17:00:00,991.45,20.01,293.89,2.53,31.28,23.43,7.33,16.1,4.61,7.39,1174.8,1.51,3.54,102.5,34.16,409.6
2020-04-23 17:10:00,991.32,19.83,293.72,2.4,31.35,23.17,7.27,15.91,4.57,7.33,1175.4,1.17,2.2,82.7,34.32,409.3
2020-04-23 17:20:00,991.25,20.13,294.03,2.4,30.77,23.61,7.26,16.34,4.57,7.33,1174.11,1.6,2.7,188.9,34.44,410.2
2020-04-23 17:30:00,991.21,20.26,294.16,2.85,31.52,23.8,7.5,16.3,4.72,7.57,1173.44,1.41,2.8,21.45,34.52,409.5
2020-04-23 17:40:00,991.07,19.96,293.87,2.98,32.41,23.36,7.57,15.79,4.77,7.64,1174.44,2.49,4.6,48.59,34.52,408.7
2020-04-23 17:50:00,990.93,19.84,293.76,2.87,32.4,23.19,7.51,15.68,4.73,7.58,1174.78,2.27,3.84,46.43,34.42,409.5
2020-04-23 18:00:00,990.84,19.76,293.69,2.77,32.32,23.07,7.46,15.62,4.69,7.53,1175.02,2.02,2.76,53.69,34.21,409.6
2020-04-23 18:10:00,990.73,19.58,293.52,3.05,33.33,22.82,7.61,15.21,4.79,7.68,1175.55,2.38,4.7,51.25,33.92,409.5
2020-04-23 18:20:00,990.72,18.83,292.77,3.17,35.24,21.78,7.67,14.1,4.83,7.75,1178.52,2.97,4.76,44.94,33.53,408.9
2020-04-23 18:30:00,990.72,18.48,292.42,2.99,35.57,21.3,7.58,13.73,4.77,7.65,1179.98,2.62,3.72,39.27,33.0,409.5
2020-04-23 18:40:00,990.66,18.31,292.25,2.81,35.49,21.08,7.48,13.6,4.71,7.55,1180.64,2.53,3.28,39.53,32.35,410.7
2020-04-23 18:50:00,990.68,18.07,292.01,3.01,36.54,20.76,7.59,13.18,4.78,7.66,1181.59,2.37,3.18,29.83,31.63,410.6
2020-04-23 19:00:00,990.68,17.75,291.69,3.25,37.92,20.35,7.72,12.63,4.86,7.79,1182.83,2.58,3.48,21.2,30.92,411.8
2020-04-23 19:10:00,990.62,17.33,291.27,3.23,38.88,19.82,7.7,12.11,4.85,7.78,1184.48,2.6,4.04,14.73,30.24,411.9
2020-04-23 19:20:00,990.59,17.06,291.01,3.23,39.55,19.48,7.7,11.78,4.85,7.78,1185.54,2.8,3.8,22.45,29.59,411.5
2020-04-23 19:30:00,990.66,16.89,290.83,3.35,40.32,19.27,7.77,11.5,4.89,7.84,1186.29,3.08,4.04,30.67,28.97,411.2
2020-04-23 19:40:00,990.63,16.64,290.58,3.38,41.07,18.97,7.79,11.18,4.91,7.86,1187.27,2.52,3.7,37.31,28.38,412.4
2020-04-23 19:50:00,990.64,16.29,290.23,3.42,42.11,18.55,7.81,10.74,4.92,7.89,1188.71,1.08,2.32,43.03,27.83,414.5
2020-04-23 20:00:00,990.7,15.99,289.92,3.26,42.44,18.2,7.72,10.48,4.86,7.8,1190.05,0.96,2.28,294.3,27.33,413.8
2020-04-23 20:10:00,990.71,16.17,290.1,3.19,41.73,18.41,7.68,10.73,4.84,7.75,1189.34,1.87,2.52,355.5,26.88,412.9
2020-04-23 20:20:00,990.71,16.08,290.01,3.23,42.11,18.3,7.71,10.6,4.85,7.78,1189.7,1.58,2.32,10.61,26.48,414.8
2020-04-23 20:30:00,990.7,15.8,289.73,3.21,42.79,17.98,7.69,10.29,4.84,7.77,1190.85,1.97,2.48,14.17,26.11,414.9
2020-04-23 20:40:00,990.71,15.57,289.5,3.24,43.54,17.72,7.71,10.0,4.86,7.79,1191.8,2.18,2.8,358.5,25.77,415.1
2020-04-23 20:50:00,990.68,15.16,289.09,3.21,44.59,17.26,7.69,9.56,4.84,7.77,1193.47,1.19,2.32,349.0,25.44,415.8
2020-04-23 21:00:00,990.6,14.76,288.7,3.12,45.46,16.82,7.64,9.17,4.81,7.72,1195.05,0.48,1.4,345.8,25.15,416.5
2020-04-23 21:10:00,990.58,14.39,288.33,3.01,46.22,16.42,7.59,8.83,4.78,7.66,1196.59,0.54,0.96,222.7,24.88,416.6
2020-04-23 21:20:00,990.58,14.21,288.15,2.97,46.63,16.23,7.57,8.66,4.77,7.64,1197.35,0.47,1.4,9.3,24.63,416.5
2020-04-23 21:30:00,990.49,13.99,287.94,3.27,48.3,16.0,7.73,8.27,4.87,7.8,1198.09,0.67,1.2,66.38,24.4,421.7
2020-04-23 21:40:00,990.46,13.59,287.54,3.23,49.42,15.59,7.7,7.88,4.85,7.78,1199.73,0.32,0.7,196.3,24.17,421.6
2020-04-23 21:50:00,990.36,13.35,287.3,3.03,49.49,15.35,7.59,7.75,4.78,7.67,1200.66,0.27,0.54,183.9,23.94,420.2
2020-04-23 22:00:00,990.32,13.16,287.12,3.15,50.54,15.16,7.66,7.5,4.83,7.73,1201.38,0.25,0.62,1.75,23.72,421.8
2020-04-23 22:10:00,990.23,12.73,286.69,3.18,52.1,14.74,7.68,7.06,4.84,7.75,1203.07,0.13,0.32,23.75,23.5,423.6
2020-04-23 22:20:00,990.16,12.36,286.33,3.15,53.26,14.38,7.66,6.72,4.83,7.74,1204.55,0.24,0.48,36.36,23.28,425.3
2020-04-23 22:30:00,990.07,12.04,286.02,3.18,54.53,14.08,7.68,6.4,4.84,7.76,1205.79,0.54,0.8,75.7,23.06,429.0
2020-04-23 22:40:00,989.99,11.49,285.47,3.25,56.82,13.58,7.72,5.86,4.86,7.79,1208.0,0.31,0.76,66.31,22.84,433.5
2020-04-23 22:50:00,989.98,11.07,285.05,2.98,57.31,13.2,7.57,5.64,4.77,7.64,1209.84,0.5,0.92,216.5,22.61,428.5
2020-04-23 23:00:00,989.94,10.79,284.77,2.64,57.03,12.96,7.39,5.57,4.66,7.47,1211.07,1.28,2.28,233.0,22.38,424.8
2020-04-23 23:10:00,989.87,10.89,284.88,2.55,56.26,13.05,7.34,5.71,4.63,7.42,1210.58,1.8,2.36,227.4,22.16,425.6
2020-04-23 23:20:00,989.8,10.61,284.6,2.49,57.07,12.81,7.31,5.5,4.61,7.38,1211.7,2.15,2.52,233.1,21.92,427.5
2020-04-23 23:30:00,989.65,10.21,284.21,2.45,58.47,12.47,7.29,5.18,4.59,7.37,1213.24,1.73,2.56,226.8,21.67,430.0
2020-04-23 23:40:00,989.61,9.65,283.66,2.46,60.73,12.01,7.29,4.72,4.6,7.37,1215.59,1.3,1.84,209.6,21.42,433.4
2020-04-23 23:50:00,989.54,9.15,283.16,2.44,62.74,11.61,7.28,4.33,4.59,7.36,1217.66,1.02,1.52,207.3,21.2,435.8
2020-04-24 00:00:00,989.53,9.02,283.03,2.41,63.14,11.51,7.27,4.24,4.58,7.34,1218.22,0.86,1.36,191.3,21.0,435.7
2020-04-24 00:10:00,989.44,8.82,282.84,2.53,64.57,11.35,7.33,4.02,4.62,7.41,1218.94,1.21,1.76,180.9,20.82,441.9
2020-04-24 00:20:00,989.38,8.61,282.63,2.63,65.97,11.19,7.38,3.81,4.66,7.46,1219.75,0.63,1.44,157.2,20.63,446.1
2020-04-24 00:30:00,989.24,8.36,282.39,2.64,67.15,11.0,7.39,3.62,4.66,7.47,1220.66,0.43,0.76,56.75,20.46,446.3
2020-04-24 00:40:00,989.18,7.97,282.01,2.48,68.18,10.72,7.31,3.41,4.61,7.39,1222.31,0.73,1.68,185.5,20.28,444.3
2020-04-24 00:50:00,989.07,7.81,281.85,2.31,68.06,10.6,7.21,3.39,4.55,7.29,1222.92,1.12,1.76,198.1,20.1,439.6
2020-04-24 01:00:00,988.93,7.8,281.86,2.27,67.93,10.59,7.2,3.4,4.54,7.28,1222.8,1.06,1.6,192.3,19.92,439.4
2020-04-24 01:10:00,988.83,7.62,281.68,2.26,68.71,10.46,7.19,3.27,4.53,7.27,1223.46,1.46,2.04,221.3,19.74,440.3
2020-04-24 01:20:00,988.73,7.75,281.82,2.36,68.62,10.56,7.24,3.31,4.57,7.33,1222.74,1.29,2.16,200.1,19.55,444.1
2020-04-24 01:30:00,988.62,7.61,281.69,2.33,69.14,10.46,7.23,3.23,4.56,7.31,1223.22,1.6,2.48,199.8,19.36,447.1
2020-04-24 01:40:00,988.55,7.31,281.4,2.28,70.3,10.24,7.2,3.04,4.54,7.28,1224.46,1.88,2.96,180.3,19.18,449.5
2020-04-24 01:50:00,988.5,6.8,280.89,2.2,72.4,9.89,7.16,2.73,4.52,7.24,1226.64,1.78,2.68,172.9,19.0,456.5
2020-04-24 02:00:00,988.47,6.46,280.55,2.2,74.1,9.66,7.16,2.5,4.52,7.24,1228.08,0.96,2.26,178.0,18.83,459.5
2020-04-24 02:10:00,988.33,6.31,280.41,2.18,74.8,9.56,7.15,2.41,4.51,7.24,1228.59,0.81,1.88,177.3,18.66,460.7
2020-04-24 02:20:00,988.21,6.12,280.22,2.14,75.6,9.43,7.13,2.3,4.5,7.22,1229.3,0.7,1.68,185.9,18.51,461.8
2020-04-24 02:30:00,988.06,5.97,280.09,2.11,76.2,9.34,7.12,2.22,4.49,7.2,1229.77,1.58,2.32,188.3,18.37,461.6
2020-04-24 02:40:00,987.96,5.89,280.01,2.03,76.2,9.28,7.07,2.21,4.47,7.16,1230.03,1.93,2.96,181.0,18.23,461.1
2020-04-24 02:50:00,987.89,5.76,279.9,1.99,76.6,9.21,7.05,2.15,4.45,7.14,1230.5,1.32,2.6,174.5,18.09,461.8
2020-04-24 03:00:00,987.78,5.66,279.8,2.01,77.3,9.14,7.07,2.07,4.46,7.15,1230.81,1.04,2.48,200.6,17.95,458.3
2020-04-24 03:10:00,987.72,5.61,279.76,1.99,77.4,9.11,7.05,2.06,4.45,7.14,1230.94,1.26,1.64,191.9,17.81,461.4
2020-04-24 03:20:00,987.62,5.4,279.55,1.92,78.2,8.98,7.02,1.96,4.43,7.11,1231.78,1.12,1.72,192.3,17.69,460.3
2020-04-24 03:30:00,987.49,5.53,279.7,1.89,77.3,9.06,7.0,2.06,4.42,7.09,1231.04,1.04,2.4,191.8,17.58,457.8
2020-04-24 03:40:00,987.41,5.46,279.63,1.87,77.6,9.01,7.0,2.02,4.42,7.08,1231.26,1.15,2.3,190.8,17.47,458.2
2020-04-24 03:50:00,987.32,5.44,279.62,1.84,77.5,9.0,6.98,2.03,4.41,7.07,1231.23,1.4,3.06,173.3,17.37,458.2
2020-04-24 04:00:00,987.25,5.5,279.68,1.85,77.3,9.04,6.99,2.05,4.41,7.08,1230.91,0.53,1.44,126.8,17.27,457.3
2020-04-24 04:10:00,987.16,5.22,279.41,1.74,78.2,8.86,6.93,1.93,4.38,7.02,1232.06,0.9,1.42,178.3,17.17,459.1
2020-04-24 04:20:00,987.04,4.86,279.06,1.73,80.1,8.64,6.92,1.72,4.37,7.01,1233.51,0.69,1.36,191.3,17.08,463.1
2020-04-24 04:30:00,986.89,4.99,279.2,1.78,79.7,8.72,6.95,1.77,4.39,7.04,1232.73,0.65,1.52,222.4,16.99,461.0
2020-04-24 04:40:00,986.81,4.68,278.89,1.62,80.5,8.53,6.87,1.66,4.34,6.96,1234.04,1.34,1.7,194.0,16.91,457.7
2020-04-24 04:50:00,986.77,4.65,278.87,1.68,81.0,8.52,6.9,1.62,4.36,6.99,1234.08,0.69,1.44,188.1,16.82,460.9
2020-04-24 05:00:00,986.65,4.7,278.93,1.58,80.1,8.55,6.85,1.7,4.33,6.94,1233.73,1.39,2.02,158.1,16.73,466.9
2020-04-24 05:10:00,986.56,4.41,278.65,1.58,81.8,8.37,6.85,1.52,4.33,6.94,1234.92,1.16,1.92,187.8,16.65,465.1
2020-04-24 05:20:00,986.49,4.42,278.67,1.6,81.8,8.38,6.86,1.53,4.34,6.95,1234.77,0.49,0.88,83.8,16.58,469.0
2020-04-24 05:30:00,986.43,4.28,278.53,1.56,82.4,8.3,6.84,1.46,4.32,6.93,1235.32,0.69,1.28,116.5,16.51,474.0
2020-04-24 05:40:00,986.37,4.28,278.53,1.49,82.0,8.3,6.81,1.49,4.3,6.9,1235.27,0.67,1.52,145.1,16.44,475.4
2020-04-24 05:50:00,986.3,4.38,278.64,1.63,82.2,8.36,6.87,1.49,4.35,6.97,1234.7,0.46,1.0,309.3,16.38,474.9
2020-04-24 06:00:00,986.27,4.45,278.71,1.59,81.6,8.4,6.85,1.55,4.33,6.95,1234.38,0.98,1.42,189.2,16.34,477.4
2020-04-24 06:10:00,986.28,4.42,278.67,1.62,82.0,8.38,6.87,1.51,4.34,6.97,1234.53,0.88,1.44,191.6,16.34,476.9
2020-04-24 06:20:00,986.2,4.63,278.9,1.65,80.9,8.51,6.88,1.62,4.35,6.98,1233.47,0.82,1.88,153.2,16.36,477.1
